index	chrom	start	end	pqs.position	eG4Sig	Stability	phyloP	annotation	geneId	transcriptId	distanceToTSS	ChromState	ATACSig	Type	ISL2	HCFC1	KDM3A	ZNF142	HNF4G	REST	TBP	NFE2L2	USF1	SREBF2	ZNF770	EZH2	FOXJ3	HNF1A	ZNF407	EGR1	SRSF9	SMC1A	PRDM15	ZNF175	ZNF337	ZNF384	NONO	RXRA	JUND	GTF2F1	ATF3	RUVBL2	FOXA1	ZNF737	ZFY	ZNF891	NR2F6	DRAP1	ARID1B	ZNF609	NFKBIZ	FIP1L1	ZBED4	MEF2A	FOS	ZNF143	CEBPD	HNRNPH1	ZNF207	NFIL3	HLF	PCBP2	ZBTB7A	HOXA3	PHF5A	ZNF598	NFIC	ZKSCAN1	SMC3	FOXP4	YY1	ZFP36	TBX2	PREB	NRF1	PHF8	SIN3B	LCORL	HSF2	PRDM10	MAZ	DNMT3B	ZNF629	ONECUT1	PCBP1	LIN54	ZNF503	KAT2B	ZNF24	SSRP1	MED1	NFRKB	ZNF274	HNRNPK	HNRNPL	FOXK2	NIPBL	SREBF1	PRPF4	HNF1B	CREB1	PPARG	MAFK	E2F4	NFATC3	ATF2	GMEB1	GATA4	SIN3A	HIVEP1	MNX1	CERS6	CEBPA	ETS1	JUN	KLF10	RBM39	PHF21A	YBX1	ATF7	PLRG1	SRSF1	CEBPZ	SIX1	TFDP2	ZNF550	ZMYM3	ARID3A	IRF3	HNRNPUL1	GABPA	ZBTB2	GFI1	RCOR1	EP300	TCF7L2	ZNF777	SMAD1	L3MBTL4	FUS	MNT	SRSF7	RNF2	NR2F2	FOXP1	BHLHE40	FOXO3	ASH2L	SFPQ	ZSCAN2	USF2	MBD4	BRCA1	ESRRA	MXI1	SP140L	SP5	CBFB	SAFB2	AGO1	CBX1	TCF25	SOX6	ZBTB7B	ZBTB40	ZNF224	TAF1	DR1	SMARCE1	KMT2A	ZNF263	ZBTB21	SUZ12	RFX3	NFYC	ELF1	GATA2	HSF1	CCAR2	ZNF276	FOSL2	CEBPB	ARNTL	RAD21	ZNF697	CREM	MTA1	RFX1	PAXIP1	BACH1	ZNF786	HHEX	HDAC2	ZEB1	HES1	RUVBL1	RFX5	ARNT	TEAD4	ATM	CHD2	HDAC1	FOXK1	RFXAP	ZBTB33	TCF12	ZHX2	IKZF1	SMAD3	THRB	E2F1	RAD51	MLX	SKI	ATF1	MXD4	NFYB	BRD4	ZNF12	U2AF2	ZNF3	HNRNPLL	TARDBP	ONECUT2	TBL1XR1	NR5A1	SMAD4	SMARCC1	TRIM22	NR2C2	TFAP4	DLX6	SMARCC2	PPARGC1A	PTBP1	ZNF766	PBX2	STAG1	ZNF44	ZNF883	ARID2	TP53	SP1	SRF	SATB1	NFAT5	TBX3	CUX1	ZNF264	ZFP64	PHB2	NBN	NFYA	MYNN	ZNF501	U2AF1	ZNF256	HBP1	MYC	SRSF4	MYBL2	ZGPAT	TSC22D4	NFIA	ETV4	ARID1A	NR3C1	ZNF800	GMEB2	MBD1	SRSF3	TCF7	HNRNPC	TFE3	ZFP37	MAX	ZBTB14	ZNF232	KDM5B	ZNF121	ZNF652	SMARCB1	HNF4A	SP2	ZNF282	INO80	KLF6	DMAP1	TCF3	CTCF	MCRS1	TAF15	ARID4A	ZNF572	HMGXB4	ZNF217	SOX13	ATF4	TGIF2	TFnum
chr7:44078930	chr7	44078813	44079048	44078893	34.212	44.4	8.903	Promoter	255031	uc031sxe.1	-191	2_TssFlnk	52.2139300923371	HepG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
chr7:44084248	chr7	44084129	44084368	44084246	22.539	21.5	8.903	Exon (uc003tjo.4/28988, exon 1 of 13)	28988	uc011kbq.2	10	1_TssA	47.5048542682425	HepG2	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	1	0	1	0	1	0	0	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	0	1	1	1	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	1	1	1	0	0	0	1	0	1	1	1	0	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	1	1	0	0	1	1	1	1	0	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	162
chr7:44112586	chr7	44112523	44112650	44112591	16.079	5.7	8.903	Exon (uc003tjt.3/27434, exon 11 of 11)	5224	uc003tjs.3	-7401	11_EnhWk	4.07095091366197	HepG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
chr7:44122249	chr7	44121921	44122578	44122243	92.996	24.3	8.903	Promoter	27434	uc011kbu.1	-121	2_TssFlnk	77.007477542882	HepG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
chr7:44144698	chr7	44144567	44144829	44144755	13.741	5.9	8.903	Intron (uc003tkb.4/165, intron 1 of 20)	165	uc003tkb.4	739	17_ReprPCWk	3.82785167224516	HepG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:44148477	chr7	44148351	44148603	44148389	12.769	6.3	8.903	Intron (uc003tkb.4/165, intron 6 of 20)	165	uc003tkc.5	-1852	17_ReprPCWk	4.13550975061498	HepG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr7:44150866	chr7	44150545	44151188	44150873	11.897	23.3	8.903	Intron (uc003tkb.4/165, intron 14 of 20)	165	uc003tkd.4	114	6_TxWk	6.99397993469165	HepG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr7:44163252	chr7	44163059	44163446	44163170	40.183	30.1	8.903	Promoter	5425	uc010kya.4	-84	2_TssFlnk	58.9263504254226	HepG2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	1	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	1	0	1	1	1	0	1	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	0	0	1	1	1	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	1	0	1	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	1	0	0	0	0	114
chr7:44178495	chr7	44178416	44178575	44178506	10.64	21.4	8.903	Exon (uc003tkg.3/58498, exon 7 of 7)	58498	uc003tkg.3	2420	17_ReprPCWk	2.33596080318742	HepG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr7:44180308	chr7	44180207	44180410	44180286	14.474	29.3	8.903	Intron (uc003tkg.3/58498, intron 3 of 6)	58498	uc003tkg.3	607	17_ReprPCWk	3.0417408529437	HepG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
chr7:44261015	chr7	44260883	44261148	44261072	13.352	3.3	8.903	Intron (uc003tkp.2/816, intron 17 of 20)	10652	uc011kbv.2	20438	4_TssFlnkD	17.6652141968416	HepG2	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	0	1	1	0	0	1	0	0	1	0	1	1	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	1	0	0	0	117
chr7:44264282	chr7	44264198	44264366	44264307	11.413	36.5	8.903	Intron (uc003tkp.2/816, intron 17 of 20)	10652	uc011kbv.2	23705	16_ReprPC	3.23903663145479	HepG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr7:44268757	chr7	44268586	44268929	44268823	17.251	5.8	8.903	Intron (uc003tkp.2/816, intron 17 of 20)	10652	uc011kbv.2	28180	16_ReprPC	3.73250749507461	HepG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
chr7:44271896	chr7	44271591	44272201	44271923	22.948	31.6	8.903	Intron (uc003tkp.2/816, intron 16 of 20)	10652	uc011kbv.2	31319	16_ReprPC	3.58724230723933	HepG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:44272651	chr7	44272497	44272805	44272630	16.372	20.4	8.903	Intron (uc003tkp.2/816, intron 15 of 20)	10652	uc011kbv.2	32074	16_ReprPC	3.40493234591789	HepG2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr7:44273496	chr7	44273401	44273592	44273552	11.703	5.7	8.903	Intron (uc003tkp.2/816, intron 15 of 20)	10652	uc011kbv.2	32919	16_ReprPC	3.15317812971712	HepG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr7:44278777	chr7	44278608	44278947	44278858	22.152	5.5	8.903	Intron (uc003tkp.2/816, intron 13 of 20)	10652	uc011kbv.2	38200	16_ReprPC	2.60033038865717	HepG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:44280794	chr7	44280674	44280914	44280882	14.812	33.6	8.903	Intron (uc003tkp.2/816, intron 11 of 20)	10652	uc011kbv.2	40217	14_TssBiv	36.8463832170646	HepG2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	68
